drug_1_rxnorn_id,drug_1_concept_name,drug_2_rxnorm_id,drug_2_concept_name,condition_meddra_id,condition_concept_name,A,B,C,D,PRR,PRR_error,mean_reporting_frequency
8339,Piperacillin,83367,atorvastatin,10061124,Enterococcal infection,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10061471,Pseudomonas infection,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10058080,Staphylococcal infection,5,259,7,2633,7.14286,0.581971,0.0189394
8339,Piperacillin,83367,atorvastatin,10007152,Candidiasis,2,262,2,2638,10.0,0.997914,0.00757576
8339,Piperacillin,83367,atorvastatin,10042938,Systemic candida,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10031252,Osteomyelitis,2,262,2,2638,10.0,0.997914,0.00757576
8339,Piperacillin,83367,atorvastatin,10000269,Abscess,10,254,2,2638,50.0,0.771902,0.0378788
8339,Piperacillin,83367,atorvastatin,10014568,Empyema,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10024774,Localised infection,1,263,5,2635,2.0,1.09354,0.00378788
8339,Piperacillin,83367,atorvastatin,10034133,Pathogen resistance,2,262,2,2638,10.0,0.997914,0.00757576
8339,Piperacillin,83367,atorvastatin,10062352,Respiratory tract infection,2,262,3,2637,6.66667,0.910586,0.00757576
8339,Piperacillin,83367,atorvastatin,10006451,Bronchitis,2,262,13,2627,1.53846,0.756807,0.00757576
8339,Piperacillin,83367,atorvastatin,10035664,Pneumonia,32,232,42,2598,7.61905,0.225594,0.121212
8339,Piperacillin,83367,atorvastatin,10040047,Sepsis,14,250,17,2623,8.23529,0.355085,0.0530303
8339,Piperacillin,83367,atorvastatin,10040070,Septic shock,9,255,6,2634,15.0,0.523079,0.0340909
8339,Piperacillin,83367,atorvastatin,10048709,Urosepsis,1,263,3,2637,3.33333,1.15289,0.00378788
8339,Piperacillin,83367,atorvastatin,10028810,Nasopharyngitis,1,263,17,2623,0.588235,1.02696,0.00378788
8339,Piperacillin,83367,atorvastatin,10040753,Sinusitis,1,263,14,2626,0.714286,1.03308,0.00378788
8339,Piperacillin,83367,atorvastatin,10046306,Upper respiratory tract infection,1,263,7,2633,1.42857,1.06709,0.00378788
8339,Piperacillin,83367,atorvastatin,10023424,Kidney infection,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10046571,Urinary tract infection,5,259,23,2617,2.17391,0.489195,0.0189394
8339,Piperacillin,83367,atorvastatin,10011831,Cytomegalovirus infection,1,263,3,2637,3.33333,1.15289,0.00378788
8339,Piperacillin,83367,atorvastatin,10019974,Herpes zoster,1,263,8,2632,1.25,1.05869,0.00378788
8339,Piperacillin,83367,atorvastatin,10020431,Human herpesvirus 6 infection,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10034156,Pathological fracture,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10053777,Meniscus lesion,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10016454,Femur fracture,1,263,7,2633,1.42857,1.06709,0.00378788
8339,Piperacillin,83367,atorvastatin,10016970,Foot fracture,1,263,5,2635,2.0,1.09354,0.00378788
8339,Piperacillin,83367,atorvastatin,10052897,Nerve injury,1,263,4,2636,2.5,1.11617,0.00378788
8339,Piperacillin,83367,atorvastatin,10022116,Injury,8,256,20,2620,4.0,0.41332,0.030303
8339,Piperacillin,83367,atorvastatin,10028224,Multiple injuries,3,261,5,2635,6.0,0.727438,0.0113636
8339,Piperacillin,83367,atorvastatin,10039580,Scar,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10052428,Wound,2,262,3,2637,6.66667,0.910586,0.00757576
8339,Piperacillin,83367,atorvastatin,10061481,Renal injury,5,259,2,2638,25.0,0.834166,0.0189394
8339,Piperacillin,83367,atorvastatin,10005191,Blister,3,261,5,2635,6.0,0.727438,0.0113636
8339,Piperacillin,83367,atorvastatin,10050584,Contusion,1,263,10,2630,1.0,1.04682,0.00378788
8339,Piperacillin,83367,atorvastatin,10064294,Drug dose omission,1,263,21,2619,0.47619,1.0215,0.00378788
8339,Piperacillin,83367,atorvastatin,10064355,Incorrect dose administered,3,261,18,2622,1.66667,0.62026,0.0113636
8339,Piperacillin,83367,atorvastatin,10064306,Incorrect drug administration rate,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10027091,Medication error,3,261,15,2625,2.0,0.629153,0.0113636
8339,Piperacillin,83367,atorvastatin,10000381,Accidental overdose,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10033295,Overdose,1,263,35,2605,0.285714,1.01213,0.00378788
8339,Piperacillin,83367,atorvastatin,10058046,Post procedural complication,2,262,10,2630,2.0,0.771902,0.00757576
8339,Piperacillin,83367,atorvastatin,10051077,Post procedural haemorrhage,2,262,3,2637,6.66667,0.910586,0.00757576
8339,Piperacillin,83367,atorvastatin,10014387,Electrocardiogram QT prolonged,1,263,3,2637,3.33333,1.15289,0.00378788
8339,Piperacillin,83367,atorvastatin,10019304,Heart rate irregular,1,263,4,2636,2.5,1.11617,0.00378788
8339,Piperacillin,83367,atorvastatin,10005728,Blood pressure abnormal,1,263,4,2636,2.5,1.11617,0.00378788
8339,Piperacillin,83367,atorvastatin,10005734,Blood pressure decreased,4,260,11,2629,3.63636,0.580295,0.0151515
8339,Piperacillin,83367,atorvastatin,10005737,Blood pressure diastolic decreased,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10005470,Blood creatine phosphokinase increased,3,261,3,2637,10.0,0.813941,0.0113636
8339,Piperacillin,83367,atorvastatin,10059570,Blood alkaline phosphatase increased,2,262,6,2634,3.33333,0.813941,0.00757576
8339,Piperacillin,83367,atorvastatin,10005630,Blood lactate dehydrogenase increased,4,260,4,2636,10.0,0.704154,0.0151515
8339,Piperacillin,83367,atorvastatin,10017413,Full blood count decreased,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10000636,Activated partial thromboplastin time prolonged,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10016588,Fibrin degradation products increased,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10022595,International normalised ratio increased,5,259,7,2633,7.14286,0.581971,0.0189394
8339,Piperacillin,83367,atorvastatin,10037063,Prothrombin time prolonged,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10035528,Platelet count decreased,4,260,15,2625,2.66667,0.559017,0.0151515
8339,Piperacillin,83367,atorvastatin,10051608,Platelet count increased,2,262,6,2634,3.33333,0.813941,0.00757576
8339,Piperacillin,83367,atorvastatin,10018838,Haematocrit decreased,5,259,7,2633,7.14286,0.581971,0.0189394
8339,Piperacillin,83367,atorvastatin,10018884,Haemoglobin decreased,8,256,18,2622,4.44444,0.419987,0.030303
8339,Piperacillin,83367,atorvastatin,10038153,Red blood cell count decreased,2,262,7,2633,2.85714,0.799181,0.00757576
8339,Piperacillin,83367,atorvastatin,10014945,Eosinophil count increased,2,262,1,2639,20.0,1.22304,0.00757576
8339,Piperacillin,83367,atorvastatin,10029366,Neutrophil count decreased,4,260,6,2634,6.66667,0.642262,0.0151515
8339,Piperacillin,83367,atorvastatin,10047942,White blood cell count decreased,2,262,14,2626,1.42857,0.753168,0.00757576
8339,Piperacillin,83367,atorvastatin,10047943,White blood cell count increased,7,257,11,2629,6.36364,0.479165,0.0265152
8339,Piperacillin,83367,atorvastatin,10001551,Alanine aminotransferase increased,2,262,15,2625,1.33333,0.75,0.00757576
8339,Piperacillin,83367,atorvastatin,10003481,Aspartate aminotransferase increased,4,260,13,2627,3.07692,0.568117,0.0151515
8339,Piperacillin,83367,atorvastatin,10005364,Blood bilirubin increased,4,260,2,2638,20.0,0.863616,0.0151515
8339,Piperacillin,83367,atorvastatin,10017693,Gamma-glutamyltransferase increased,2,262,8,2632,2.5,0.78793,0.00757576
8339,Piperacillin,83367,atorvastatin,10060795,Hepatic enzyme increased,2,262,10,2630,2.0,0.771902,0.00757576
8339,Piperacillin,83367,atorvastatin,10024690,Liver function test abnormal,3,261,9,2631,3.33333,0.663534,0.0113636
8339,Piperacillin,83367,atorvastatin,10010235,Computerised tomogram abnormal,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10033318,Oxygen saturation decreased,2,262,10,2630,2.0,0.771902,0.00757576
8339,Piperacillin,83367,atorvastatin,10005557,Blood glucose increased,2,262,31,2609,0.645161,0.726699,0.00757576
8339,Piperacillin,83367,atorvastatin,10028625,Myoglobin blood increased,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10061943,Brain scan abnormal,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10014408,Electroencephalogram abnormal,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10005911,Body temperature increased,3,261,8,2632,3.75,0.673919,0.0113636
8339,Piperacillin,83367,atorvastatin,10062556,Grip strength decreased,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10038712,Respiratory rate increased,1,263,3,2637,3.33333,1.15289,0.00378788
8339,Piperacillin,83367,atorvastatin,10047895,Weight decreased,3,261,26,2614,1.15385,0.606324,0.0113636
8339,Piperacillin,83367,atorvastatin,10047899,Weight increased,1,263,45,2595,0.222222,1.00899,0.00378788
8339,Piperacillin,83367,atorvastatin,10005287,Blood albumin decreased,2,262,3,2637,6.66667,0.910586,0.00757576
8339,Piperacillin,83367,atorvastatin,10006825,C-reactive protein increased,5,259,1,2639,50.0,1.09354,0.0189394
8339,Piperacillin,83367,atorvastatin,10037014,Protein total decreased,1,263,3,2637,3.33333,1.15289,0.00378788
8339,Piperacillin,83367,atorvastatin,10005464,Blood creatine increased,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10005483,Blood creatinine increased,7,257,10,2630,7.0,0.48856,0.0265152
8339,Piperacillin,83367,atorvastatin,10005851,Blood urea increased,5,259,4,2636,12.5,0.667708,0.0189394
8339,Piperacillin,83367,atorvastatin,10011372,Creatinine renal clearance decreased,3,261,2,2638,15.0,0.910586,0.0113636
8339,Piperacillin,83367,atorvastatin,10059895,Urine output decreased,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10008499,Chest X-ray abnormal,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10062014,Immunosuppressant drug level decreased,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10005724,Blood potassium decreased,3,261,5,2635,6.0,0.727438,0.0113636
8339,Piperacillin,83367,atorvastatin,10005802,Blood sodium decreased,2,262,4,2636,5.0,0.863616,0.00757576
8339,Piperacillin,83367,atorvastatin,10023676,Lactic acidosis,2,262,4,2636,5.0,0.863616,0.00757576
8339,Piperacillin,83367,atorvastatin,10020591,Hypercapnia,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10038695,Respiratory failure,13,251,13,2627,10.0,0.386884,0.0492424
8339,Piperacillin,83367,atorvastatin,10002646,Anorexia,2,262,8,2632,2.5,0.78793,0.00757576
8339,Piperacillin,83367,atorvastatin,10061428,Decreased appetite,5,259,21,2619,2.38095,0.493409,0.0189394
8339,Piperacillin,83367,atorvastatin,10061273,Malnutrition,2,262,3,2637,6.66667,0.910586,0.00757576
8339,Piperacillin,83367,atorvastatin,10029883,Obesity,2,262,1,2639,20.0,1.22304,0.00757576
8339,Piperacillin,83367,atorvastatin,10020947,Hypocalcaemia,1,263,4,2636,2.5,1.11617,0.00378788
8339,Piperacillin,83367,atorvastatin,10021058,Hypophosphataemia,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10020955,Hypochloraemia,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10014418,Electrolyte imbalance,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10045170,Tumour lysis syndrome,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10020646,Hyperkalaemia,1,263,4,2636,2.5,1.11617,0.00378788
8339,Piperacillin,83367,atorvastatin,10020679,Hypernatraemia,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10021036,Hyponatraemia,2,262,7,2633,2.85714,0.799181,0.00757576
8339,Piperacillin,83367,atorvastatin,10012174,Dehydration,6,258,20,2620,3.0,0.460977,0.0227273
8339,Piperacillin,83367,atorvastatin,10021137,Hypovolaemia,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10016807,Fluid retention,1,263,14,2626,0.714286,1.03308,0.00378788
8339,Piperacillin,83367,atorvastatin,10062060,Hyperlipidaemia,1,263,4,2636,2.5,1.11617,0.00378788
8339,Piperacillin,83367,atorvastatin,10020903,Hyperuricaemia,2,262,1,2639,20.0,1.22304,0.00757576
8339,Piperacillin,83367,atorvastatin,10005956,Bone disorder,1,263,4,2636,2.5,1.11617,0.00378788
8339,Piperacillin,83367,atorvastatin,10031264,Osteonecrosis,2,262,11,2629,1.81818,0.765991,0.00757576
8339,Piperacillin,83367,atorvastatin,10033433,Pain in jaw,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10003239,Arthralgia,3,261,45,2595,0.666667,0.592781,0.0113636
8339,Piperacillin,83367,atorvastatin,10023232,Joint swelling,1,263,15,2625,0.666667,1.03078,0.00378788
8339,Piperacillin,83367,atorvastatin,10031161,Osteoarthritis,1,263,7,2633,1.42857,1.06709,0.00378788
8339,Piperacillin,83367,atorvastatin,10028411,Myalgia,2,262,20,2620,1.0,0.738805,0.00757576
8339,Piperacillin,83367,atorvastatin,10028300,Muscle disorder,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10028372,Muscular weakness,1,263,20,2620,0.5,1.02266,0.00378788
8339,Piperacillin,83367,atorvastatin,10039020,Rhabdomyolysis,10,254,7,2633,14.2857,0.48856,0.0378788
8339,Piperacillin,83367,atorvastatin,10061159,Foot deformity,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10039674,Sciatica,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10003988,Back pain,5,259,27,2613,1.85185,0.482566,0.0189394
8339,Piperacillin,83367,atorvastatin,10053156,Musculoskeletal discomfort,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10028836,Neck pain,3,261,3,2637,10.0,0.813941,0.0113636
8339,Piperacillin,83367,atorvastatin,10033425,Pain in extremity,5,259,42,2598,1.19048,0.468661,0.0189394
8339,Piperacillin,83367,atorvastatin,10052904,Musculoskeletal stiffness,1,263,7,2633,1.42857,1.06709,0.00378788
8339,Piperacillin,83367,atorvastatin,10006811,Bursitis,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10062194,Metastasis,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10061309,Neoplasm progression,1,263,3,2637,3.33333,1.15289,0.00378788
8339,Piperacillin,83367,atorvastatin,10038423,Renal cyst,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10050513,Metastatic renal cell carcinoma,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10046798,Uterine leiomyoma,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10061873,Non-small cell lung cancer,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10059515,Non-small cell lung cancer metastatic,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10058467,Lung neoplasm malignant,1,263,3,2637,3.33333,1.15289,0.00378788
8339,Piperacillin,83367,atorvastatin,10025650,Malignant melanoma,1,263,3,2637,3.33333,1.15289,0.00378788
8339,Piperacillin,83367,atorvastatin,10008111,Cerebral haemorrhage,3,261,3,2637,10.0,0.813941,0.0113636
8339,Piperacillin,83367,atorvastatin,10008118,Cerebral infarction,5,259,4,2636,12.5,0.667708,0.0189394
8339,Piperacillin,83367,atorvastatin,10008190,Cerebrovascular accident,4,260,51,2589,0.784314,0.51521,0.0151515
8339,Piperacillin,83367,atorvastatin,10042316,Subarachnoid haemorrhage,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10014625,Encephalopathy,1,263,7,2633,1.42857,1.06709,0.00378788
8339,Piperacillin,83367,atorvastatin,10019211,Headache,7,257,85,2555,0.823529,0.387886,0.0265152
8339,Piperacillin,83367,atorvastatin,10012267,Dementia,1,263,5,2635,2.0,1.09354,0.00378788
8339,Piperacillin,83367,atorvastatin,10027175,Memory impairment,2,262,22,2618,0.909091,0.735723,0.00757576
8339,Piperacillin,83367,atorvastatin,10013496,Disturbance in attention,1,263,10,2630,1.0,1.04682,0.00378788
8339,Piperacillin,83367,atorvastatin,10037211,Psychomotor hyperactivity,1,263,5,2635,2.0,1.09354,0.00378788
8339,Piperacillin,83367,atorvastatin,10043118,Tardive dyskinesia,1,263,9,2631,1.11111,1.05211,0.00378788
8339,Piperacillin,83367,atorvastatin,10033799,Paralysis,1,263,4,2636,2.5,1.11617,0.00378788
8339,Piperacillin,83367,atorvastatin,10044565,Tremor,3,261,27,2613,1.11111,0.605148,0.0113636
8339,Piperacillin,83367,atorvastatin,10049848,Balance disorder,2,262,15,2625,1.33333,0.75,0.00757576
8339,Piperacillin,83367,atorvastatin,10050256,Dysstasia,1,263,4,2636,2.5,1.11617,0.00378788
8339,Piperacillin,83367,atorvastatin,10002948,Aphasia,1,263,9,2631,1.11111,1.05211,0.00378788
8339,Piperacillin,83367,atorvastatin,10010305,Confusional state,9,255,29,2611,3.10345,0.376068,0.0340909
8339,Piperacillin,83367,atorvastatin,10012373,Depressed level of consciousness,2,262,10,2630,2.0,0.771902,0.00757576
8339,Piperacillin,83367,atorvastatin,10024855,Loss of consciousness,2,262,31,2609,0.645161,0.726699,0.00757576
8339,Piperacillin,83367,atorvastatin,10041349,Somnolence,3,261,31,2609,0.967742,0.601186,0.0113636
8339,Piperacillin,83367,atorvastatin,10058709,Sopor,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10001497,Agitation,2,262,12,2628,1.66667,0.76103,0.00757576
8339,Piperacillin,83367,atorvastatin,10028622,Myoclonus,5,259,1,2639,50.0,1.09354,0.0189394
8339,Piperacillin,83367,atorvastatin,10045555,Unresponsive to stimuli,2,262,3,2637,6.66667,0.910586,0.00757576
8339,Piperacillin,83367,atorvastatin,10006784,Burning sensation,1,263,8,2632,1.25,1.05869,0.00378788
8339,Piperacillin,83367,atorvastatin,10033775,Paraesthesia,11,253,37,2603,2.97297,0.337297,0.0416667
8339,Piperacillin,83367,atorvastatin,10020937,Hypoaesthesia,1,263,32,2608,0.3125,1.01345,0.00378788
8339,Piperacillin,83367,atorvastatin,10029223,Neuralgia,1,263,4,2636,2.5,1.11617,0.00378788
8339,Piperacillin,83367,atorvastatin,10013887,Dysarthria,3,261,6,2634,5.0,0.704154,0.0113636
8339,Piperacillin,83367,atorvastatin,10040108,Serotonin syndrome,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10029331,Neuropathy peripheral,1,263,11,2629,0.909091,1.04247,0.00378788
8339,Piperacillin,83367,atorvastatin,10010904,Convulsion,6,258,37,2603,1.62162,0.435347,0.0227273
8339,Piperacillin,83367,atorvastatin,10040979,Sleep apnoea syndrome,2,262,1,2639,20.0,1.22304,0.00757576
8339,Piperacillin,83367,atorvastatin,10067967,Brain injury,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10002855,Anxiety,11,253,46,2594,2.3913,0.329365,0.0416667
8339,Piperacillin,83367,atorvastatin,10029216,Nervousness,1,263,11,2629,0.909091,1.04247,0.00378788
8339,Piperacillin,83367,atorvastatin,10042209,Stress,4,260,10,2630,4.0,0.588076,0.0151515
8339,Piperacillin,83367,atorvastatin,10016275,Fear,5,259,7,2633,7.14286,0.581971,0.0189394
8339,Piperacillin,83367,atorvastatin,10012218,Delirium,2,262,5,2635,4.0,0.834166,0.00757576
8339,Piperacillin,83367,atorvastatin,10012378,Depression,5,259,43,2597,1.16279,0.46807,0.0189394
8339,Piperacillin,83367,atorvastatin,10002511,Anhedonia,3,261,6,2634,5.0,0.704154,0.0113636
8339,Piperacillin,83367,atorvastatin,10019063,Hallucination,1,263,7,2633,1.42857,1.06709,0.00378788
8339,Piperacillin,83367,atorvastatin,10019075,"Hallucination, visual",2,262,1,2639,20.0,1.22304,0.00757576
8339,Piperacillin,83367,atorvastatin,10049119,Emotional distress,5,259,9,2631,5.55556,0.554026,0.0189394
8339,Piperacillin,83367,atorvastatin,10061284,Mental disorder,1,263,6,2634,1.66667,1.07819,0.00378788
8339,Piperacillin,83367,atorvastatin,10048294,Mental status changes,7,257,4,2636,17.5,0.62345,0.0265152
8339,Piperacillin,83367,atorvastatin,10061920,Psychotic disorder,1,263,5,2635,2.0,1.09354,0.00378788
8339,Piperacillin,83367,atorvastatin,10040984,Sleep disorder,1,263,3,2637,3.33333,1.15289,0.00378788
8339,Piperacillin,83367,atorvastatin,10038428,Renal disorder,2,262,5,2635,4.0,0.834166,0.00757576
8339,Piperacillin,83367,atorvastatin,10002847,Anuria,1,263,3,2637,3.33333,1.15289,0.00378788
8339,Piperacillin,83367,atorvastatin,10030302,Oliguria,1,263,4,2636,2.5,1.11617,0.00378788
8339,Piperacillin,83367,atorvastatin,10038435,Renal failure,16,248,25,2615,6.4,0.313581,0.0606061
8339,Piperacillin,83367,atorvastatin,10038436,Renal failure acute,22,242,27,2613,8.14815,0.279866,0.0833333
8339,Piperacillin,83367,atorvastatin,10038444,Renal failure chronic,2,262,2,2638,10.0,0.997914,0.00757576
8339,Piperacillin,83367,atorvastatin,10062237,Renal impairment,9,255,12,2628,7.5,0.436208,0.0340909
8339,Piperacillin,83367,atorvastatin,10038540,Renal tubular necrosis,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10027566,Micturition urgency,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10008796,Chromaturia,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10029148,Nephrolithiasis,2,262,5,2635,4.0,0.834166,0.00757576
8339,Piperacillin,83367,atorvastatin,10069339,Acute kidney injury,1,263,3,2637,3.33333,1.15289,0.00378788
8339,Piperacillin,83367,atorvastatin,10006272,Breast mass,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10027313,Menorrhagia,2,262,3,2637,6.66667,0.910586,0.00757576
8339,Piperacillin,83367,atorvastatin,10009033,Chronic obstructive pulmonary disease,4,260,8,2632,5.0,0.608961,0.0151515
8339,Piperacillin,83367,atorvastatin,10047924,Wheezing,4,260,5,2635,8.0,0.667708,0.0151515
8339,Piperacillin,83367,atorvastatin,10035669,Pneumonia aspiration,1,263,4,2636,2.5,1.11617,0.00378788
8339,Piperacillin,83367,atorvastatin,10035742,Pneumonitis,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10014561,Emphysema,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10022611,Interstitial lung disease,6,258,5,2635,12.0,0.60208,0.0227273
8339,Piperacillin,83367,atorvastatin,10025102,Lung infiltration,3,261,3,2637,10.0,0.813941,0.0113636
8339,Piperacillin,83367,atorvastatin,10037383,Pulmonary fibrosis,1,263,3,2637,3.33333,1.15289,0.00378788
8339,Piperacillin,83367,atorvastatin,10001052,Acute respiratory distress syndrome,2,262,5,2635,4.0,0.834166,0.00757576
8339,Piperacillin,83367,atorvastatin,10035618,Pleurisy,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10035598,Pleural effusion,6,258,15,2625,4.0,0.478714,0.0227273
8339,Piperacillin,83367,atorvastatin,10035759,Pneumothorax,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10064911,Pulmonary arterial hypertension,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10037377,Pulmonary embolism,6,258,19,2621,3.15789,0.463823,0.0227273
8339,Piperacillin,83367,atorvastatin,10038669,Respiratory arrest,1,263,7,2633,1.42857,1.06709,0.00378788
8339,Piperacillin,83367,atorvastatin,10038687,Respiratory distress,2,262,4,2636,5.0,0.863616,0.00757576
8339,Piperacillin,83367,atorvastatin,10043089,Tachypnoea,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10021143,Hypoxia,5,259,2,2638,25.0,0.834166,0.0189394
8339,Piperacillin,83367,atorvastatin,10011224,Cough,8,256,30,2610,2.66667,0.392641,0.030303
8339,Piperacillin,83367,atorvastatin,10037833,Rales,1,263,3,2637,3.33333,1.15289,0.00378788
8339,Piperacillin,83367,atorvastatin,10001053,Acute respiratory failure,4,260,3,2637,13.3333,0.76103,0.0151515
8339,Piperacillin,83367,atorvastatin,10025082,Lung disorder,1,263,6,2634,1.66667,1.07819,0.00378788
8339,Piperacillin,83367,atorvastatin,10056342,Pulmonary mass,1,263,2,2638,5.0,1.22304,0.00378788
8339,Piperacillin,83367,atorvastatin,10038683,Respiratory disorder,1,263,13,2627,0.769231,1.03574,0.00378788
8339,Piperacillin,83367,atorvastatin,10039101,Rhinorrhoea,1,263,3,2637,3.33333,1.15289,0.00378788
8339,Piperacillin,83367,atorvastatin,10028735,Nasal congestion,1,263,9,2631,1.11111,1.05211,0.00378788
8339,Piperacillin,83367,atorvastatin,10015090,Epistaxis,2,262,12,2628,1.66667,0.76103,0.00757576
8339,Piperacillin,83367,atorvastatin,10034829,Pharyngeal oedema,2,262,3,2637,6.66667,0.910586,0.00757576
8339,Piperacillin,83367,atorvastatin,10012441,Dermatitis bullous,1,263,1,2639,10.0,1.41274,0.00378788
8339,Piperacillin,83367,atorvastatin,10033474,Pain of skin,1,263,3,2637,3.33333,1.15289,0.00378788
8339,Piperacillin,83367,atorvastatin,10040829,Skin discolouration,3,261,4,2636,7.5,0.76103,0.0113636
8339,Piperacillin,83367,atorvastatin,10040882,Skin lesion,10,254,6,2634,16.6667,0.512348,0.0378788
8339,Piperacillin,83367,atorvastatin,10042682,Swelling face,2,262,6,2634,3.33333,0.813941,0.00757576
8339,Piperacillin,83367,atorvastatin,10015150,Erythema,6,258,26,2614,2.30769,0.448287,0.0227273
8339,Piperacillin,83367,atorvastatin,10037855,Rash erythematous,7,257,2,2638,35.0,0.799181,0.0265152
8339,Piperacillin,83367,atorvastatin,10040844,Skin exfoliation,2,262,10,2630,2.0,0.771902,0.00757576
8339,Piperacillin,83367,atorvastatin,10037087,Pruritus,10,254,39,2601,2.5641,0.348532,0.0378788
8339,Piperacillin,83367,atorvastatin,10037884,Rash pruritic,1,263,6,2634,1.66667,1.07819,0.00378788
8339,Piperacillin,83367,atorvastatin,10037153,Psoriasis,1,263,16,2624,0.625,1.02875,0.00378788
